Aiken,33.5604168,-81.7195533
Americus,32.072188,-84.234004
Bradenton,27.4989278,-82.5748194
Champaign,40.1164204,-88.2433829
Chicago,41.8781136,-87.6297982
Dallas,32.7766642,-96.7969879
Indianapolis,39.768403,-86.158068
Las+Vegas,36.1699412,-115.1398296
Myrtle,33.6890603,-78.8866943
NYC,40.7127837,-74.0059413
Orlando,28.5383355,-81.3792365
San+Francisco,37.7749295,-122.4194155
